out,text
0,"As a Business Data Analyst at BRP, you will support the transformation of the company by delivering insights and reporting visibility to the finance team supportinting internal clients."
0,Our Business Data Analysts are responsible for working with business and finance leaders to identify reporting and analytical requirements and translate them into insightful reports and dashboards. They will also be called in developing business requirement documents as well as technical/functional specifications.
0,"If you love wrangling business data to deliver insights, if you love digging into business processes and becoming an expert on the data domains you support and want to work with creative freedom to shape a growing next gen data platform in a fast-paced environment, you will have a blast with us."
0,Your Key Responsabilities
0,"Design, build, deliver and maintain world-class models and reporting for the finance business domain using Excel and Power BI"
0,Remediate current on-premise reporting solutions in order to leverage best in-class cloud capabilities
0,Develop deep understanding on various finance processes. Support building process documentation and provide automation recommendations
0,Participate in business and executive meetings to gather requirements and make recommendations around reporting / BI solutions
0,Translates conceptual customer requirements into functional requirements in a clear manner that is comprehensible to developers and projects teams
0,Use knowledge of the specific data products available and visualization capabilities to enhance requirements and provide insightful suggestions to finance stakeholders
0,Prioritize work with the team and ensure there is a forward looking roadmap for features to be delivered on the data products the finance team is tasked with
1,Your Qualifications And Skills
1,"Bachelor’s degree in quantitative discipline (Mathematics, Statistics, Computer Science, Economics, Finance)"
1,3+ years business and data analyst experience (preferably in finance)
1,Working knowledge of BI and data warehouse concepts and terminology
1,Very strong Excel skills including advanced formulas and macros
